NCX-1_canard_root_9
 1.0  -0.001756 
 0.999815  -0.001699 
 0.999265  -0.001528 
 0.998354  -0.001247 
 0.997077  -0.000856 
 0.99543  -0.000356 
 0.993408  0.000249 
 0.991003  0.000957 
 0.98821  0.001765 
 0.985021  0.002667 
 0.98143  0.003657 
 0.97743  0.004728 
 0.973013  0.005871 
 0.968174  0.007073 
 0.96291  0.008319 
 0.957221  0.009597 
 0.951109  0.010892 
 0.944577  0.012191 
 0.937628  0.013482 
 0.930264  0.014749 
 0.92249  0.015976 
 0.914317  0.017142 
 0.90576  0.018229 
 0.896841  0.019225 
 0.887577  0.020124 
 0.877985  0.02092 
 0.868082  0.021604 
 0.857885  0.02217 
 0.847416  0.022614 
 0.836695  0.022933 
 0.825744  0.023127 
 0.814584  0.023201 
 0.803232  0.023161 
 0.791705  0.02301 
 0.780018  0.022755 
 0.768187  0.022403 
 0.756226  0.021961 
 0.744147  0.021437 
 0.731963  0.020839 
 0.719683  0.020173 
 0.707318  0.019449 
 0.694877  0.018671 
 0.682368  0.017847 
 0.669801  0.016982 
 0.657183  0.016082 
 0.644524  0.015155 
 0.631831  0.014204 
 0.619113  0.013237 
 0.606375  0.01226 
 0.593625  0.01128 
 0.580868  0.0103 
 0.56811  0.009328 
 0.555354  0.008366 
 0.542606  0.007419 
 0.529873  0.006489 
 0.517159  0.00558 
 0.504469  0.004698 
 0.491805  0.003843 
 0.479174  0.003018 
 0.466579  0.002224 
 0.454026  0.001463 
 0.441517  0.000736 
 0.429059  4.3e-05 
 0.416657  -0.000616 
 0.404316  -0.001237 
 0.392038  -0.001822 
 0.379828  -0.002372 
 0.367694  -0.002889 
 0.355639  -0.003372 
 0.34367  -0.003822 
 0.331793  -0.004241 
 0.320014  -0.00463 
 0.308339  -0.004988 
 0.296773  -0.005315 
 0.285321  -0.005613 
 0.27399  -0.005884 
 0.262783  -0.006129 
 0.251705  -0.00635 
 0.240764  -0.006552 
 0.229968  -0.006736 
 0.219321  -0.006903 
 0.208829  -0.007056 
 0.198501  -0.007202 
 0.188347  -0.007341 
 0.178374  -0.007474 
 0.168588  -0.007602 
 0.158998  -0.00773 
 0.149614  -0.00786 
 0.140446  -0.007991 
 0.131502  -0.008125 
 0.122792  -0.008263 
 0.114327  -0.008405 
 0.106118  -0.008546 
 0.098173  -0.008684 
 0.090499  -0.008814 
 0.083101  -0.008932 
 0.075984  -0.009038 
 0.069153  -0.00913 
 0.062617  -0.00921 
 0.056387  -0.00927 
 0.050465  -0.009302 
 0.04485  -0.009304 
 0.039543  -0.009277 
 0.034554  -0.009225 
 0.029892  -0.009143 
 0.025562  -0.009024 
 0.021571  -0.008867 
 0.017926  -0.008664 
 0.014635  -0.008404 
 0.011699  -0.008074 
 0.009117  -0.007663 
 0.006888  -0.007158 
 0.005007  -0.006543 
 0.00346  -0.005802 
 0.002222  -0.004924 
 0.001271  -0.003915 
 0.000587  -0.002787 
 0.000164  -0.001554 
 -2e-06  -0.000227 
 8.7e-05  0.001187 
 0.000429  0.002685 
 0.001016  0.004263 
 0.001842  0.00591 
 0.002902  0.007617 
 0.004201  0.009374 
 0.005739  0.011177 
 0.007512  0.013026 
 0.009515  0.014915 
 0.011742  0.016831 
 0.014198  0.018764 
 0.01689  0.020709 
 0.019821  0.022668 
 0.022987  0.024643 
 0.026382  0.026634 
 0.029999  0.028635 
 0.033829  0.030637 
 0.037874  0.032627 
 0.042141  0.034595 
 0.046637  0.036545 
 0.051358  0.038482 
 0.056292  0.040405 
 0.061435  0.042298 
 0.066791  0.044153 
 0.072371  0.045969 
 0.078171  0.047755 
 0.08418  0.049508 
 0.090394  0.05122 
 0.096816  0.052882 
 0.10345  0.054495 
 0.110292  0.05606 
 0.11734  0.057575 
 0.124593  0.059038 
 0.132048  0.060449 
 0.139701  0.061807 
 0.14755  0.063107 
 0.155595  0.064348 
 0.163838  0.065532 
 0.172271  0.066661 
 0.180889  0.067733 
 0.189693  0.068744 
 0.198683  0.069697 
 0.207853  0.070595 
 0.217198  0.071439 
 0.226713  0.072227 
 0.236398  0.072959 
 0.246249  0.07364 
 0.256259  0.074271 
 0.266422  0.074853 
 0.276736  0.075386 
 0.287194  0.075875 
 0.297789  0.076321 
 0.308513  0.076724 
 0.319362  0.077086 
 0.33033  0.077408 
 0.341408  0.077692 
 0.352589  0.07794 
 0.363867  0.078153 
 0.375233  0.078333 
 0.386678  0.078479 
 0.398193  0.07859 
 0.409773  0.078665 
 0.42141  0.078704 
 0.4331  0.078705 
 0.44484  0.078668 
 0.456629  0.078597 
 0.468462  0.078503 
 0.480327  0.078394 
 0.49221  0.078274 
 0.504096  0.078147 
 0.51597  0.078011 
 0.52782  0.077864 
 0.539635  0.077702 
 0.551407  0.077524 
 0.563122  0.07733 
